level,fish_basin,season,basin,emmean,SE,df,asymp.LCL,asymp.UCL,.group,lower.CL,upper.CL
0.5,East,Fall,east,0.12908085980851547,0.09251103724672198,Inf,-0.13342817389601114,0.3915898935130421, a,NA,NA
0.5,East,Fall,north,NA,NA,NA,NA,NA,,NA,NA
0.5,East,Fall,west,-0.8068911643892596,0.2765985475013827,Inf,-1.5917663489039202,-0.0220159798745988, a,NA,NA
0.5,East,Winter,east,0.06081887868056848,0.08810792893084997,Inf,-0.18919590845948256,0.31083366582061955, a,NA,NA
0.5,East,Winter,north,0.42162792620012723,0.4747868332556729,Inf,-0.9256257261525298,1.7688815785527843, a,NA,NA
0.5,East,Winter,west,-0.6541682759614531,0.32469907807080034,Inf,-1.575533377530852,0.2671968256079458, a,NA,NA
0.5,East,Spring,east,0.006215191918140864,0.09309260301898677,Inf,-0.25794409102643806,0.27037447486271976, a,NA,NA
0.5,East,Spring,north,0.1797824963772921,0.474734486630857,Inf,-1.1673226173543843,1.5268876101089683, a,NA,NA
0.5,East,Spring,west,0.3603980084075382,0.4582082273895542,Inf,-0.9398122431185085,1.660608259933585, a,NA,NA
0.5,East,Summer,east,0.10286001731305461,0.08756797362242198,Inf,-0.14562259431067354,0.35134262893678275, a,NA,NA
0.5,East,Summer,north,-0.014874332889471348,0.4604942093865513,Inf,-1.3215712798732422,1.2918226140942994, a,NA,NA
0.5,East,Summer,west,-0.7312361730266796,0.3422498366655437,Inf,-1.702403253004344,0.23993090695098473, a,NA,NA
0.5,West,Fall,east,0.16339263319849165,0.12484749256262592,Inf,-0.19432792312163652,0.5211131895186198,  bc,NA,NA
0.5,West,Fall,north,-0.849582547371359,0.2101418774907088,Inf,-1.4516937133959775,-0.24747138134674052, a  ,NA,NA
0.5,West,Fall,west,-0.26714684979531034,0.08827430773571127,Inf,-0.5200757138343932,-0.014217985756227403, ab ,NA,NA
0.5,West,Winter,east,0.35632886078186343,0.1552022159358694,Inf,-0.08836587747126123,0.8010235990349881,   c,NA,NA
0.5,West,Winter,north,-0.7557290785761485,0.23015871505877872,Inf,-1.4151936933857139,-0.09626446376658304, a  ,NA,NA
0.5,West,Winter,west,-0.3883061452358111,0.09558679647611693,Inf,-0.6621871925074923,-0.11442509796412992, a  ,NA,NA
0.5,West,Spring,east,0.5432785299120285,0.18198513033727307,Inf,0.02184377195255227,1.0647132878715047,   c,NA,NA
0.5,West,Spring,north,-0.8364423338465878,0.29715916723934804,Inf,-1.6878806802528121,0.01499601255963634, ab ,NA,NA
0.5,West,Spring,west,-0.5118804171144123,0.09727483315814267,Inf,-0.7905981287722856,-0.2331627054565391, a  ,NA,NA
0.5,West,Summer,east,0.547622956099578,0.21013687856647328,Inf,-0.05447388670619302,1.1497197989053491,   c,NA,NA
0.5,West,Summer,north,-0.4434311849967889,0.25732513863329537,Inf,-1.1807346730975388,0.29387230310396106, abc,NA,NA
0.5,West,Summer,west,-0.41878262374921227,0.10094865129707951,Inf,-0.7080267804441793,-0.12953846705424515, a  ,NA,NA
0.5,North,Fall,east,0.37814492106533654,0.09625014527492044,Inf,0.10502580596283062,0.6512640361678425, a ,NA,NA
0.5,North,Fall,north,0.4394868663225612,0.05739594831297885,Inf,0.27662030057417086,0.6023534320709515, a ,NA,NA
0.5,North,Fall,west,0.6000222510127774,0.08771912944781035,Inf,0.3511107200855538,0.848933781940001, a ,NA,NA
0.5,North,Winter,east,0.27726463272448565,0.1282005898843224,Inf,-0.0865169653688409,0.6410462308178122, a ,NA,NA
0.5,North,Winter,north,0.5302990633006137,0.05068933112702917,Inf,0.38646317377537,0.6741349528258574, a ,NA,NA
0.5,North,Winter,west,1.327857854148451,0.1338767788851998,Inf,0.947969519668949,1.7077461886279528,  b,NA,NA
0.5,North,Spring,east,0.28386083837928716,0.10290266613219479,Inf,-0.0081354493711146,0.575857126129689, a ,NA,NA
0.5,North,Spring,north,0.600314901290121,0.050046908716434066,Inf,0.45830194761398785,0.7423278549662542, a ,NA,NA
0.5,North,Spring,west,0.5027514427485681,0.10085943556320995,Inf,0.2165530197531501,0.7889498657439861, a ,NA,NA
0.5,North,Summer,east,1.697498366288488,0.14063435540044464,Inf,1.298434753550346,2.09656197902663,  b,NA,NA
0.5,North,Summer,north,0.6955825655716199,0.07919367570225713,Inf,0.4708628358742232,0.9203022952690166, a ,NA,NA
0.5,North,Summer,west,NA,NA,NA,NA,NA,,NA,NA
0.8,East,Fall,east,0.9767243912169173,0.09071370154516398,Inf,0.7193154717506554,1.2341333106831793, a,NA,NA
0.8,East,Fall,north,NA,NA,NA,NA,NA,,NA,NA
0.8,East,Fall,west,-0.19937461196755668,0.6893223517160618,Inf,-2.1553935892202096,1.756644365285096, a,NA,NA
0.8,East,Winter,east,0.857070955121803,0.0902307603772132,Inf,0.6010324280228516,1.1131094822207543, a,NA,NA
0.8,East,Winter,north,1.4339414250388107,0.3650994071822251,Inf,0.3979364743009197,2.4699463757767015, a,NA,NA
0.8,East,Winter,west,-0.7998138254739974,0.7570615149871062,Inf,-2.948049243309961,1.3484215923619662, a,NA,NA
0.8,East,Spring,east,0.8948942400544586,0.08913012802748158,Inf,0.6419788639133919,1.1478096161955254, a,NA,NA
0.8,East,Spring,north,1.1907733595263164,0.42640807993772806,Inf,-0.0192008917592712,2.400747610811904, a,NA,NA
0.8,East,Spring,west,-0.8327398727694,1.0879589208901665,Inf,-3.9199287480969973,2.2544490025581974, a,NA,NA
0.8,East,Summer,east,0.9957950257471806,0.08592959387267177,Inf,0.7519614754435733,1.239628576050788, a,NA,NA
0.8,East,Summer,north,0.2662775380692409,0.45910177847963146,Inf,-1.0364682512715668,1.5690233274100485, a,NA,NA
0.8,East,Summer,west,-0.6491503693639877,0.6679170568160345,Inf,-2.544429747887672,1.2461290091596962, a,NA,NA
0.8,West,Fall,east,0.4460992181601178,0.04949132522168612,189,NA,NA, a ,0.30254653345479443,0.5896519028654412
0.8,West,Fall,north,1.5129478868591733,0.6759908611164545,189,NA,NA, ab,-0.4478058920072956,3.473701665725642
0.8,West,Fall,west,0.6927486153788832,0.07596432424347717,189,NA,NA,  b,0.4724093410084623,0.9130878897493041
0.8,West,Winter,east,0.44260543263392826,0.050009970158067546,189,NA,NA, a ,0.2975483858471112,0.5876624794207453
0.8,West,Winter,north,1.903550292493541,1.074595590606972,189,NA,NA, ab,-1.2133814387371928,5.020482023724275
0.8,West,Winter,west,0.6021979634122163,0.07848315741574584,189,NA,NA, ab,0.3745526558615492,0.8298432709628835
0.8,West,Spring,east,0.4013652528832483,0.050395433025700646,189,NA,NA, a ,0.25519014693646563,0.5475403588300309
0.8,West,Spring,north,1.8043631751870746,1.1597865155185352,189,NA,NA, ab,-1.5596701628162708,5.1683965131904195
0.8,West,Spring,west,0.763944654208411,0.09574066020356668,189,NA,NA,  b,0.48624288028905277,1.041646428127769
0.8,West,Summer,east,0.3847807246519731,0.04951378891867498,189,NA,NA, a ,0.2411628825883306,0.5283985667156156
0.8,West,Summer,north,0.948197232706616,0.27853742218532995,189,NA,NA, ab,0.14028201591861078,1.7561124494946214
0.8,West,Summer,west,0.807156510185253,0.10150493153090133,189,NA,NA,  b,0.512735106700465,1.1015779136700412
0.8,North,Fall,east,0.8100685851395849,0.1989230830795763,Inf,0.2456050586797175,1.3745321115994522, ab   ,NA,NA
0.8,North,Fall,north,0.9997009756605538,0.13114366220586485,Inf,0.6275681246330481,1.3718338266880594, a    ,NA,NA
0.8,North,Fall,west,1.5567357903635397,0.18408818331333954,Inf,1.0343677296841762,2.079103851042903,   cd ,NA,NA
0.8,North,Winter,east,0.5984614668514855,0.21895961646423706,Inf,-0.02285766488679064,1.2197805985897616, a    ,NA,NA
0.8,North,Winter,north,1.0234209815113027,0.1286158927130724,Inf,0.6584609213931782,1.388381041629427, a c  ,NA,NA
0.8,North,Winter,west,1.7487717963513498,0.20058147467713178,Inf,1.1796024230138071,2.3179411696888925,    d ,NA,NA
0.8,North,Spring,east,0.6256083250148854,0.20488435419045573,Inf,0.044229114053565444,1.2069875359762055, a    ,NA,NA
0.8,North,Spring,north,1.3328476032179277,0.12360518246275398,Inf,0.9821059190377628,1.6835892873980927,  b d ,NA,NA
0.8,North,Spring,west,1.5889648655760698,0.16696318913296623,Inf,1.1151906355171142,2.0627390956350253,    d ,NA,NA
0.8,North,Summer,east,4.501560877128668,0.21550357142557067,Inf,3.8900486081231063,5.11307314613423,     e,NA,NA
0.8,North,Summer,north,1.0667964666068506,0.15143812892987624,Inf,0.6370760994534496,1.4965168337602517, abcd ,NA,NA
0.8,North,Summer,west,NA,NA,NA,NA,NA,,NA,NA
0.95,East,Fall,east,1.646829622302618,0.07377892072363983,165,NA,NA, a,1.4345665816296205,1.8590926629756155
0.95,East,Fall,north,NA,NA,NA,NA,NA,,NA,NA
0.95,East,Fall,west,0.12486704134428983,0.6205662980504676,165,NA,NA, a,-1.660511330572879,1.9102454132614586
0.95,East,Winter,east,1.4251867715135043,0.08034610751449384,165,NA,NA, a,1.194029837798675,1.6563437052283334
0.95,East,Winter,north,1.63541867410038,0.46593446347349765,165,NA,NA, a,0.2949183658661727,2.975918982334587
0.95,East,Winter,west,0.13669106174888665,0.489124191442721,165,NA,NA, a,-1.270526435119253,1.543908558617026
0.95,East,Spring,east,1.6001231932397972,0.07389179043702973,165,NA,NA, a,1.3875354247403549,1.8127109617392396
0.95,East,Spring,north,0.5588157859214039,0.7954321902444382,165,NA,NA, a,-1.7296543312128483,2.8472859030556563
0.95,East,Spring,west,-0.5201574330924268,0.7476649541636007,165,NA,NA, a,-2.671200509066198,1.6308856428813445
0.95,East,Summer,east,1.6921777097433506,0.0696510554841861,165,NA,NA, a,1.4917905981110726,1.8925648213756285
0.95,East,Summer,north,0.014309012704107893,1.0038200898167762,165,NA,NA, a,-2.87369615819396,2.9023141836021757
